"","text","publication","X","Id","X1","X2","X3","X4","X5","X6","X7","X8","D","G"
"1","Payless ShoeSource confirmed Friday that it will close its 2,100 stores in the U.S. and Puerto Rico and start liquidation sales Sunday. The company is also shuttering its e-commerce operations. ","USA Today","15-Feb","1",0.00186490575624688,0.00247809746710299,0.00238348705916962,0.00301370490642575,0.00147614652366881,0.725426660448441,0.260694572784096,0.00266242505484937,0,0
"2","The closings mark the biggest by a single chain this year and nearly doubles the number of retail stores set to close in 2019.","USA Today","15-Feb","2",0.00266336870544456,0.00353909961445247,0.00340398158028103,0.00430402839839617,0.00210816146747407,0.00845489773748351,0.928908924746783,0.0466175377496855,0,0
"3","""We expect all stores to remain open until at least the end of March and the majority will remain open until May,"" the company said in a statement to USA TODAY. ""This process does not affect the company’s franchise operations or its Latin American stores, which remain open for business as usual.”","USA Today","15-Feb","3",0.00114441713890229,0.00152070805922677,0.056654149102117,0.00184938865406718,0.000905851341580598,0.831505461004731,0.104786202264324,0.00163382243505131,0,0
"4","Payless.com is no longer accepting online orders but its store locator was still working Saturday ni.","USA Today","15-Feb","4",0.00358408956765082,0.46569303894972,0.00458073072850212,0.00579192180565542,0.00283694837558591,0.241842977878824,0.270553481921307,0.00511681077275551,0,0
"5","The Topeka, Kansas-based discount shoe retailer had previously filed for bankruptcy protection in 2017 and closed 673 stores.","USA Today","15-Feb","5",0.00358408956765082,0.00476255877795144,0.00458073072850212,0.00579192180565542,0.0604532583970569,0.0113777377929396,0.904332892157488,0.00511681077275551,0,0
"6","In a September news release, Payless said it was ""the largest specialty footwear retailer in the Western Hemisphere"" with more than 3,500 stores in 40 countries worldwide and nearly 18,000 employees.","USA Today","15-Feb","6",0.00219374142261513,0.0734463771969968,0.00280376328640347,0.0388107668819012,0.00173643293446561,0.00696405997140999,0.870912972360837,0.00313188594537118,0,0
"7","Days before Payless confirmed stores would be shuttered, Coresight Research on Wednesday released an outlook of 2019 store closures that said there was ""no light at the end of the tunnel.""","USA Today","15-Feb","7",0.034991411453788,0.00272299943939859,0.00261903900556423,0.0362537425297224,0.001622029080688,0.237100660695316,0.681764574297723,0.00292554349779911,0,0
"8","Prior to the Payless announcement, 2,187 store closings had been announced in the first six weeks of the year, according to the global market research firm's report. This represented a 23 percent increase over the same time period last year.","USA Today","15-Feb","8",0.00158059386830116,0.00210030219941961,0.00202011550357397,0.0025542542726406,0.204522777693919,0.00501761528310409,0.779947812825043,0.0022565283539986,0,0
"9","Those closings include 749 Gymboree stores, 251 Shopko stores and 94 Charlotte Russe locations. ","USA Today","15-Feb","9",0.00465747585989595,0.00618888064066524,0.00595259755259574,0.606499441337143,0.00368657599807775,0.0147852161924556,0.35158058610829,0.0066492263108772,0,0
"10","For 2018, Coresight Research tracked 5,524 closings, which included all Toys R Us stores, and hundreds of Mattress Firm stores, Kmart and Sears locations, and Brookstone's remaining mall stores.  ","USA Today","15-Feb","10",0.00236021016329351,0.0031362608045455,0.00301652261101497,0.421173279725184,0.00186819951410578,0.0454342587663242,0.519641724055227,0.00336954436030541,0,0
"11","The record year for closings was 2017, with 8,139 shuttered stores, Coresight reported. This included the 2017 Payless closings, the entire HHGregg electronics and appliance chain and hundreds of Sears and Kmart stores.","USA Today","15-Feb","11",0.00211901302854477,0.00281575666824199,0.00270825488892944,0.173746136633386,0.00167728246063774,0.0748555505488656,0.739052805511354,0.0030252002600409,0,0
"12","New York (CNN Business)Payless ShoeSource is heading back into bankruptcy. This time it will close its doors.","CNN","19-Feb","12",0.00321375962578356,0.0559335045248413,0.00410742175773673,0.108519549799339,0.00254381760773521,0.165191247589457,0.604239546047045,0.0562511530480618,0,0
"13","The 63-year old discount shoe retailer filed for Chapter 11 bankruptcy protection on Monday, less than two years after it emerged from its previous bankruptcy.","CNN","19-Feb","13",0.0024532923477847,0.00325994894527184,0.0425735800533509,0.00396454306639864,0.00194187773757198,0.00778800767549314,0.934516317414869,0.00350243275926032,0,0
"14","The bankruptcy filing Monday follows the start of going-out-of-business sales Sunday at its 2,500 US and Canadian stores. About 16,000 employees will lose their jobs. Store closings begin in March and should conclude by the end of May.","CNN","19-Feb","14",0.00162180217390341,0.0021550600322991,0.00207278275649239,0.106906474161328,0.00128372044167207,0.552647972726968,0.330996828484842,0.00231535922249468,0,0
"15","Payless is the most recent retailer to file for what has become known as ""Chapter 22,"" in which a company emerges from Chapter 11 only to file for bankruptcy a second time and shut down its business.","CNN","19-Feb","15",0.00175941331422332,0.00233791850497506,0.00224865994012561,0.0311268134353929,0.0579598156684229,0.175286791613187,0.72676876832105,0.00251181920262335,0,0
"16","RadioShack, American Apparel and Gymboree all suffered that fate.","CNN","19-Feb","16",0.416275741261421,0.0112367724008082,0.0108077676361418,0.0136654496307177,0.00669349076737553,0.0268446135735313,0.502403570825728,0.0120725939042769,0,0
"17","It's one of the reasons Sears may struggle to remain in business long term, despite the company's promises that it will be a profitable and competitive retailer once again as it emerges from bankruptcy.","CNN","19-Feb","17",0.00175941331422332,0.00233791850497506,0.00224865994012561,0.00284322814691536,0.00139264509146785,0.542973400363395,0.330798574282364,0.115646160356533,0,0
"18","""The plans always make sense on paper. But the reality is if there are a fundamental problems with the way a customer perceives a retailer, bankruptcy doesn't solve that,"" said Philip Emma, a senior analyst with DebtWire and an expert on retail bankruptcies. ""The is very little margin for error for these companies that try to make it.""","CNN","19-Feb","18",0.00103065081119589,0.00136953471033957,0.216705240140786,0.00166554121896416,0.000815800802248065,0.00327181407287022,0.492008792992707,0.283132625250889,0,0
"19","Payless had too much debt, too many stores, and too much corporate overhead when it emerged from the earlier bankruptcy, according to Stephen Marotta, who was named last month as the company's chief restructuring officer to prepare for the bankruptcy.","CNN","19-Feb","19",0.00146864374072836,0.00195154222768875,0.450453667381879,0.00237334183370851,0.00116248949584835,0.00466222818315384,0.535831383923512,0.00209670321348146,1,0
"20","Payless also ran into a series of problems that derailed its plans. A computer system issue hurt its back-to-school sales last year, and it carried too much inventory for the holiday season, which forced it to cut prices. Payless' North American business lost $63 million 2018.","CNN","19-Feb","20",0.00131358021701046,0.00174549292783634,0.233961020413011,0.107705561404853,0.00103975059565605,0.13086934144747,0.521489925584396,0.00187532740976758,0,0
"21","The company says it owes $1.3 million in severance payments to employees that were laid off before the filing, but it is not sure whether it will be able to make those payments. Nor is it clear that it will be able to pay severance to the employees who lose their jobs going forward as the stores shut down. In the US bankruptcy cases, creditors are paid before employees that are owed severance.","CNN","19-Feb","21",0.000848001475767535,0.00112682922563779,0.00108380841062785,0.0150024917486805,0.000671226643130459,0.166277353930017,0.363919895891705,0.451070392674434,0,0
"22","Payless will keep open 420 stores in 20 other countries, primarily in Latin America, as well as its stores in US Virgin Islands, Guam and Saipan. But it's core North American business will close.","CNN","19-Feb","22",0.00181062425990369,0.0024059679033714,0.0023141113045756,0.00292598550757161,0.00143318057653816,0.733418620190578,0.253106579958256,0.0025849302992057,0,0
"23","Low unemployment should help","CNN","19-Feb","23",0.0116138686431801,0.0154325752770755,0.0148433804363522,0.0187681188688993,0.00919283549131094,0.0368683733175665,0.129901768921974,0.763379079043641,0,0
"24","The good news for Payless employees is the US unemployment rate is near a 50-year low, and retailers are having a particularly tough time finding workers. There are more job openings than than candidates.","CNN","19-Feb","24",0.00181062425990369,0.0024059679033714,0.0023141113045756,0.00292598550757161,0.00143318057653816,0.00574784967894155,0.515068057342445,0.468294223426653,0,0
"25","Just 4.3% of job seekers that identify as wholesale and retail workers couldn't find a joblast year, according to the Labor Department. That matches the lowest retail and wholesale unemployment rate on record, which was set in 2000, the year that the government started calculating those industry-specific rates.","CNN","19-Feb","25",0.00126035163339208,0.00167476248057361,0.00161082231535331,0.00203673986669415,0.000997618070511082,0.00400100224644702,0.662445279483357,0.325973423903672,0,0
"26","That low rate comes even as more consumers are shifting from buying goods at brick-and-mortar stores to making purchases online. More than 5,500 US stores closed last year according to Coresight Research, a retail think tank.","CNN","19-Feb","26",0.00162180217390341,0.00215506003229909,0.00207278275649239,0.00262084727465318,0.00128372044167207,0.00514843157192276,0.722067929309874,0.263029426439183,0,0
"27","Although the number of jobs in traditional retail has fallen, the number of people who want to work in the industry has fallen even faster. That tight retail labor market has led some companies to increase incentives.","CNN","19-Feb","27",0.0284345372819935,0.00221274952514226,0.00212826974256421,0.0829989672729101,0.18870332872631,0.00528625158708266,0.607550594350843,0.0826853015131544,0,0
"28","Walmart, (WMT) the largest US business employer with more than 1.5 million US employees, now offers bonuses to employees with a good attendance records. Retailers are also raising their hourly wages to try to attract workers. Target (TGT) will be paying a minimum of $15 an hour by next year.","CNN","19-Feb","28",0.00134191688643917,0.0017831468567291,0.00171506872269288,0.00216855006808285,0.0226342692480347,0.025832021236744,0.295446573043739,0.649078453937539,0,0
"29","""Retailers are starved for talent at all levels,"" said Greg Portell, lead partner for the retail practice of consultant A.T. Kearney. ""It's a healthy market to be walking into. Front line retail is an extremely hard job. And it's extremely important to retailers to have the right talent. That's why you see wages going up, that's why you see opportunities.""","CNN","19-Feb","29",0.000937458235511015,0.00124569988116179,0.00119814074537968,0.00151494115692716,0.000742035199794344,0.0180461556844556,0.447520818811236,0.528794750285534,0,0
"30","Just a year and a half after exiting bankruptcy with high hopes for a comeback, discount shoe giant Payless ShoeSource is calling it quits. The struggling retailer announced last week that it will close all of its more than 2,000 remaining company-owned stores in the U.S. over the next few months.","Motley Fool","19-Feb","30",0.00116586576555399,0.00154920911736355,0.020232028011702,0.00188404983260653,0.000922828776265072,0.0411849868646408,0.800202828938588,0.13285820269328,0,0
"31","The impending disappearance of Payless ShoeSource from the U.S. retail landscape represents an opportunity for rivals to snap up its customers. The two biggest winners are likely to be DSW (NYSE:DSW) and Caleres(NYSE:CAL).","Motley Fool","19-Feb","31",0.00171101954693727,0.359846770432862,0.00218680913737893,0.00276502337253367,0.00135433951430544,0.0329372807806688,0.596756027176092,0.00244273003922228,0,0
"32","Payless has struggled, but it's still a big name in shoes","Motley Fool","19-Feb","32",0.00465747585989595,0.45541856867634,0.00595259755259574,0.00752652395624316,0.00368657599807775,0.0147852161924556,0.501323815453515,0.0066492263108772,0,0
"33","Two years ago, Payless blamed its initial bankruptcy filing in large part on outdated inventory management systems. The company purchased too much merchandise in early 2015 -- much of which arrived late, due to a West Coast port strike.","Motley Fool","19-Feb","33",0.00162180217390341,0.0021550600322991,0.314929663416518,0.00262084727465318,0.00128372044167207,0.00514843157192276,0.539568082258193,0.132672392830839,0,0
"34","The resulting inventory glut forced Payless to take huge markdowns, wrecking its margins. Meanwhile, a heavy debt load left it with little room to maneuver. However, the company was able to shed much of its debt during its 2017 restructuring, and planned to update its inventory management systems after emerging from bankruptcy.","Motley Fool","19-Feb","34",0.0775878775050911,0.0397786708013175,0.30711749761861,0.0019200350637256,0.000940454746779498,0.00377174558658392,0.45258786876799,0.116295849909902,2,0
"35","Unfortunately, Payless' problems ran a little deeper than inventory management problems. For one thing, the footwear market is highly fragmented and extremely competitive. Additionally, mall traffic has been falling for years, weighing on in-store sales. Payless' bankruptcy restructuring bought it some time, but not enough time to address these thorny issues.","Motley Fool","19-Feb","35",0.00116586576555399,0.00154920911736355,0.170167752828103,0.0955938778428574,0.000922828776265073,0.00370105566054048,0.519073344907836,0.207826065101481,0,0
"36","Still, Payless had around $2.3 billion of revenue in 2016 and kept most of its stores open after its original bankruptcy filing. Thus, there's a substantial revenue opportunity for rivals to fight over.","Motley Fool","19-Feb","36",0.00186490575624688,0.242313595290721,0.00238348705916962,0.032993142134378,0.00147614652366881,0.0358996042055393,0.680406693975427,0.00266242505484937,0,0
"37","DSW is making the right moves","Motley Fool","19-Feb","37",0.00845629431856093,0.419056219343668,0.0108077676361418,0.0136654496307177,0.00669349076737553,0.0268446135735313,0.366463755178108,0.148012409551897,0,0
"38","Resurgent off-price shoe giant DSW has a chance to take a sizable chunk of Payless' business. DSW itself was struggling with sluggish sales a couple of years ago, but it returned to comp sales growth in 2017 and its growth rate accelerated in 2018.","Motley Fool","19-Feb","38",0.00140242328651187,0.137132134451014,0.001792400363226,0.00226632896879055,0.00111007339226778,0.0269967749017676,0.737118643220985,0.0921812214154375,0,0
"39","In the third quarter of fiscal 2018, DSW's core U.S. retail segment -- which consists of more than 500 DSW stores -- posted a strong 7.3% comp sales increase and grew total sales 10% year over year. Adjusted earnings soared more than 50% and DSW raised its full-year earnings per share guidance. Analysts expect another year of double-digit revenue and EPS growth in fiscal 2019.","Motley Fool","19-Feb","39",0.00101385298360057,0.441400566500148,0.00129577886615337,0.001638395774605,0.000802504658608125,0.003218489156106,0.549182989006595,0.00144742305418387,0,0
"40","DSW's self-service, off-price business model should appeal to bargain-hunting Payless customers. Moreover, DSW is addressing its biggest historical weakness: the lack of a robust kids' offering. The company introduced children's sections into nearly half of its stores several years ago and has been expanding that business aggressively. This will help it target young parents, a key demographic for Payless ShoeSource.","Motley Fool","19-Feb","40",0.000951802066475798,0.460287799839292,0.0165172412120565,0.00153812092009251,0.000753388908229117,0.00302150773264234,0.515571303004387,0.0013588363168241,0,0
